Year,State,State Abbr,District,Democratic Votes,Republican Votes,Total Votes,Voting Eligible Male,Voting Eligible Female,Voting Eligible Population,Total Population,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,Income above 75k,Income below poverty,Median income,State FIPS,Income under 25k,Income 25k to 50k,Income 50k to 75k
2014,Texas,TX,20,66554,0,87964,276889,298823,575712,729581,32.0,575263,166634,495837,38031,4623,21442,982,19884,358350,371231,68452,86839,116648,140452,68161,35962,568819,40329,108074,23195,48,342229,129386,56875
2014,Texas,TX,21,0,135660,188996,292884,312721,605605,730229,37.3,635155,467975,202196,23478,3885,21620,751,20582,359444,370785,39918,36193,92575,147875,139598,81077,605575,94483,73631,31620,48,294524,136803,79765
2014,Texas,TX,22,47844,100861,151566,304513,322818,627331,754107,35.2,474996,327086,186591,100708,2634,127087,129,19822,372854,381253,82741,51584,86649,139127,127644,72523,574210,118233,34348,39344,48,272060,110463,73454
2014,Texas,TX,23,55037,57459,115429,277065,281651,558716,725712,32.7,610504,181400,505512,22617,5515,9037,333,14707,364524,361188,79157,114801,114043,119644,59750,31583,547567,49037,121746,21830,48,345360,107075,46095
2014,Texas,TX,24,46548,93712,144073,295681,315027,610708,733485,35.3,498763,378248,173515,78668,2691,84919,2060,20972,359149,374336,104037,51672,88266,143720,142070,70950,583963,103362,44804,35552,48,263544,136975,80082
2014,Texas,TX,25,64463,107120,177883,276976,289875,566851,727461,35.6,609847,501723,134493,53205,3950,19182,2188,20526,360268,367193,37122,53177,108112,144081,103745,59404,572976,78151,71535,30060,48,299415,129490,65920
2014,Texas,TX,26,0,116944,141470,277424,292936,570360,746163,33.9,602217,501204,130764,51860,3425,39585,400,27488,368217,377946,52702,35550,90391,152285,129719,57269,570306,103547,42099,36433,48,260612,123539,82608
2014,Texas,TX,27,44152,83342,131047,267942,281649,549591,711777,36.6,604120,296658,358912,39306,3035,9854,373,17241,351230,360547,35714,92750,139438,145971,56261,28417,561101,49785,96944,23551,48,328631,124593,58092
2014,Texas,TX,28,62508,0,76136,256159,281542,537701,721585,30.9,624620,124206,553990,30530,2899,6816,182,13862,353345,368240,112642,125444,109117,111657,49771,21943,530502,31662,171199,19952,48,354862,97883,46095
2014,Texas,TX,29,41321,0,46143,279530,273026,552556,722730,29.3,512974,79085,555764,74733,5327,11528,151,9430,364420,358310,178508,172172,117588,84363,25842,10078,528646,18565,140821,20762,48,359014,113195,37872
2014,Texas,TX,30,93041,0,105793,261755,287838,549593,721420,32.8,312309,119273,260152,322183,2079,13275,396,13398,350547,370873,88547,108809,123280,125940,57726,28376,550620,34748,65608,23753,48,336731,125631,53510
2014,Texas,TX,31,45715,91607,143028,275304,291659,566963,739671,33.6,568728,432910,170930,83350,3596,32342,2287,27806,365550,374121,42391,41464,111454,161462,102209,50113,568063,71965,49961,31787,48,277650,143714,74734
2014,Texas,TX,32,55325,96495,156096,293336,304157,597493,720276,35.3,468119,366908,190406,87350,2013,56507,632,26938,355511,364765,94024,66941,86431,123244,125826,72005,574428,94935,41446,32477,48,280952,128294,70247
2014,Texas,TX,33,43769,0,50592,268775,262025,530800,716203,29.5,456161,113024,466890,115059,3651,16023,256,12766,361715,354488,188668,172190,117554,82706,25887,10517,521367,12884,125605,19561,48,367281,113406,27796
2014,Texas,TX,34,47503,30811,79877,259999,278471,538470,712594,31.9,644567,104733,592431,10423,1474,4261,36,7258,352217,360377,102539,145978,110669,102193,42355,18003,529959,24070,200041,17396,48,382245,88035,35609
2014,Texas,TX,35,60124,32040,96225,279639,284860,564499,737816,30.7,527453,185030,463711,70421,5438,9781,934,21965,369143,368673,96058,113541,124507,127545,55375,21665,567283,26126,122204,20983,48,364167,130110,46880
2014,Texas,TX,36,29543,101663,133842,275377,279324,554701,715087,36.9,575335,456246,162178,67887,4115,16020,530,14203,357513,357574,47553,78833,149979,152609,57646,27327,563473,63182,73901,26632,48,322411,114830,63050
2014,Utah,UT,1,36422,84231,130034,248030,250053,498083,710364,29.8,635846,584315,86123,7300,7836,11031,1929,17790,358585,351779,27007,33785,106127,150804,78948,35934,517492,54265,62475,26659,49,282796,117226,63205
2014,Utah,UT,2,47585,88915,146188,261269,263819,525088,708271,31.4,607784,549753,104221,9263,7940,16509,9387,16608,356636,351635,47246,44086,102735,150557,81661,47111,535618,46237,79302,24647,49,308896,122222,58263
2014,Utah,UT,3,32059,102952,142580,248216,256794,505010,710861,27.6,645247,592961,71468,4108,10892,12851,4657,17358,355888,354973,31588,24334,69560,145316,95578,48632,521047,60709,74146,24047,49,305304,100497,54537
2014,Utah,UT,4,67425,74936,147168,259564,261904,521468,728615,30.2,626475,552872,117642,10492,5331,20240,10518,18707,365539,363076,49146,45354,103786,162810,80239,35371,529440,51045,59726,27671,49,281810,130993,65592
2014,Vermont,VT,1,123349,59432,191504,250241,265026,515267,626358,42.2,595385,587883,10226,6435,2008,8200,214,12192,308506,317852,10979,36355,133021,112491,92347,60781,525036,51147,66511,27079,50,264738,143832,65319
2014,Virginia,VA,1,72059,131861,209621,292554,307298,599852,751039,37.9,550483,505440,67729,129549,2919,25672,720,24431,371740,379299,31058,45089,128780,146439,102729,71236,599006,111345,35233,35197,51,276569,131615,79477
2014,Virginia,VA,2,71178,101558,173060,295382,305680,601062,729703,35.0,491378,456779,53628,158080,2583,37554,1186,29123,364063,365640,27099,40333,117106,173297,94833,54840,595535,71768,36047,31208,51,286531,155273,81963
2014,Virginia,VA,3,139197,0,147402,280188,313103,593291,742508,32.9,262789,240433,41652,426937,3067,13810,492,24423,356321,386187,23388,79691,140026,150197,67120,38450,602315,38066,36431,23471,51,353684,151551,59014
2014,Virginia,VA,4,75270,120684,200638,284146,295994,580140,738714,38.5,457092,434067,37744,233971,2158,16250,397,19388,366574,372140,17134,65682,148986,157376,79053,43991,594577,67912,31273,30590,51,304072,143415,79178
2014,Virginia,VA,5,73482,124735,204945,283683,306556,590239,729232,41.9,547538,530622,24887,147166,1023,11161,237,15215,354429,374803,18540,84528,154999,135996,74785,54273,605264,55095,63999,25084,51,342889,146609,60671
2014,Virginia,VA,6,0,133898,179708,284117,311272,595389,737148,39.6,621098,597707,33403,79002,1765,12132,301,16679,356913,380235,23774,71943,163586,128836,80642,46848,610194,48583,76357,24223,51,345243,154731,61637
2014,Virginia,VA,7,89914,148026,243351,284769,311277,596046,746349,39.5,571191,546275,39611,109483,1791,33239,424,19139,362626,383723,34188,47867,123284,136975,124412,75162,600080,102034,35542,34951,51,272672,142246,83128
2014,Virginia,VA,8,128102,63810,203076,337156,354866,692022,757331,35.3,481448,401068,139996,105958,2331,86756,543,30503,374163,383168,119718,53423,69582,94554,161970,164610,623007,192391,26308,50608,51,226264,115303,89049
2014,Virginia,VA,9,0,117465,162815,290744,300264,591008,722813,41.5,661295,650492,15022,38897,968,9121,140,8816,358948,363865,13062,95919,166146,143068,57026,36409,609622,34335,115689,20347,51,385828,138455,51004
2014,Virginia,VA,10,89957,125914,222910,308392,324362,632754,767831,37.1,564099,496688,95963,53539,1751,95693,394,30587,380696,387135,72579,38512,82023,111179,150048,116821,590871,175141,25507,47488,51,240309,102887,72534
2014,Virginia,VA,11,106780,75796,187805,331612,354375,685987,762463,35.8,459952,367844,137630,95361,3065,134244,651,36817,376151,386312,113510,43410,81204,113517,148260,124054,606882,168894,23281,46219,51,243249,112440,82299
2014,Washington,WA,1,124151,101428,225579,284131,290135,574266,697086,38.3,573010,534718,58024,7721,7225,64619,1597,27510,348695,348391,57059,34349,93232,157506,122888,66916,557404,116058,46054,37410,53,251516,117032,72798
2014,Washington,WA,2,122173,79518,201691,287058,297116,584174,685784,37.6,547558,501861,70627,18565,10002,54117,3481,35374,341483,344301,45708,40192,111607,177266,91468,43225,563548,68713,64395,29751,53,284908,136794,73133
2014,Washington,WA,3,78018,124796,202814,265555,277067,542622,685412,39.0,597071,562597,58052,10271,6303,21609,3492,28673,339688,345724,28794,46673,127965,181933,67624,36386,546432,55908,75177,26826,53,295871,128336,66317
2014,Washington,WA,4,0,153079,153079,258210,257728,515938,691843,33.2,518623,387827,256925,7571,17690,10775,554,23221,349148,342695,85309,93530,111923,134460,52675,29674,520738,43812,79876,23708,53,306957,117666,52303
2014,Washington,WA,5,87772,135470,223242,269163,278532,547695,680713,37.4,604347,578610,40544,11664,11800,16099,2085,25539,339459,341254,22021,35425,115868,171850,77624,46127,556640,46904,91288,24200,53,317907,131466,60363
2014,Washington,WA,6,141265,83025,224290,278832,284900,563732,678377,41.7,558271,529846,47571,25530,13948,27332,4163,36979,340450,337927,20755,39934,122432,182100,83823,48996,564806,65335,64755,28276,53,293611,136173,69687
2014,Washington,WA,7,203954,47921,251875,314591,324613,639204,699468,37.1,533775,502706,52187,30571,5653,73985,4225,37179,349579,349889,53815,28233,63230,133807,171840,115446,603170,127985,48461,37497,53,251155,137674,86356
2014,Washington,WA,8,73003,125741,198744,270918,281090,552008,691393,37.7,558082,514101,71120,18808,6853,50636,3654,32773,343481,347912,44847,40653,116273,154248,95498,48522,544914,93711,53950,34642,53,256947,118069,76187
2014,Washington,WA,9,118132,48662,166794,312765,322809,635574,694619,36.7,382629,334537,81757,76676,5622,153808,8097,44307,347585,347034,101563,56576,98263,137359,118161,67377,565284,92043,39520,31836,53,277496,126246,69499
2014,Washington,WA,10,99279,82213,181492,270839,291194,562033,694428,35.6,518936,475126,73191,43107,10021,45092,11260,47408,343940,350488,33622,40740,123350,174113,74732,41712,553901,61151,58410,30593,53,279343,136122,77285
2014,West Virginia,WV,1,52109,92491,144737,246265,254134,500399,617878,41.0,586284,580769,7394,14436,1128,5513,278,9011,307032,310846,5343,53505,175909,110129,54124,33437,518250,35685,96968,22056,54,315280,117507,49778
2014,West Virginia,WV,2,67687,72619,154250,240806,253111,493917,624133,41.7,575276,567492,11235,22236,794,4408,139,18700,307498,316635,5794,63975,177370,107404,55249,34314,511478,41962,84538,24355,54,293163,122437,53916
2014,West Virginia,WV,3,62688,77713,140401,236341,251679,488020,611870,42.1,574256,570610,5432,22457,1153,3223,228,9210,300050,311820,3434,84691,178026,104139,41033,25309,506905,29422,111613,20317,54,327074,110119,40290
2014,Wisconsin,WI,1,105552,182316,287897,275436,283219,558655,713727,39.6,630704,583303,65650,38398,2376,11725,221,16740,354834,358893,19563,44342,155370,155697,85383,42712,573535,62945,59572,30112,55,280039,148889,81662
2014,Wisconsin,WI,2,224920,103619,328539,285235,296029,581264,726365,36.3,634495,606061,44264,30710,2226,27705,142,19258,359665,366700,31190,33666,121049,139064,113236,73641,591764,70237,66046,30366,55,279583,158948,82996
2014,Wisconsin,WI,3,155368,119540,275036,283357,285026,568383,715142,38.3,673833,663449,15985,7620,4495,14647,286,10327,359919,355223,8302,41292,164724,153197,71918,37457,587861,39351,88183,24799,55,320056,162625,65829
2014,Wisconsin,WI,4,179045,68490,254537,261731,291416,553147,714688,32.2,380115,311667,114647,243009,4022,25234,204,25796,344104,370584,43247,72100,127478,125727,74714,42947,559498,35541,59392,22472,55,335571,130532,57854
2014,Wisconsin,WI,5,101190,231160,332350,276605,294012,570617,715229,41.0,662957,635832,37853,12799,1810,17138,49,12252,350120,365109,16192,32530,139723,153216,116204,55230,583397,77323,47330,32061,55,262809,156478,86787
2014,Wisconsin,WI,6,122212,169767,298844,282470,283563,566033,711646,41.3,664198,644040,29377,11327,3211,15164,164,10861,357619,354027,12088,44125,175193,151618,81738,38585,583402,48982,59434,27417,55,295938,162878,75604
2014,Wisconsin,WI,7,112949,169891,286561,278732,278491,557223,710394,43.1,666553,656618,14255,4930,14482,10724,140,11106,357558,352836,7218,46318,186428,160923,70763,34363,579082,41632,73322,25846,55,305285,165123,67042
2014,Wisconsin,WI,8,101345,188553,289898,275617,281852,557469,717501,39.7,652343,632741,33261,8965,16941,15067,97,14436,358231,359270,15940,41816,177044,152498,83085,33881,577854,46967,57599,28033,55,287302,164702,78883
2014,Wyoming,WY,1,37803,113038,165100,225397,219535,444932,575251,36.8,522535,487918,54181,5958,13144,5377,332,15518,293467,281784,12273,29366,112082,143909,64017,31724,460282,55759,53755,29300,56,224678,114607,65238
2016,Alabama,AL,1,0,208083,215893,259397,285247,544644,699597,39.1,471464,457189,20829,194080,6832,9710,116,12119,338350,361247,10828,64061,155440,143528,72713,37294,564533,45282,57876,23809,1,335609,126942,56700
2016,Alabama,AL,2,112089,134886,276584,254837,277746,532583,683013,38.2,441794,426855,23861,210862,2615,7469,129,12852,332380,350633,11827,74623,148058,137373,62886,37479,552482,42768,57888,22951,1,329113,126926,53675
2016,Alabama,AL,3,94549,192164,287104,264828,286144,550972,700551,38.1,490808,479128,20321,178003,2054,11111,234,11800,341645,358906,13007,78246,147821,140482,58858,39562,571794,40374,74781,22398,1,344532,127807,59081
2016,Alabama,AL,4,0,235925,239444,257736,275611,533347,683607,40.7,602348,573872,42321,47540,5190,4331,664,12371,334865,348742,18888,93232,159606,140513,47547,29050,554777,33109,102050,21456,1,347293,123962,50413
2016,Alabama,AL,5,102234,205647,308326,269747,289215,558962,704796,39.3,540596,516064,34488,121575,4343,11326,474,18465,344968,359828,18267,63743,130997,139585,92907,53772,575422,70056,64848,26479,1,317212,127185,60969
2016,Alabama,AL,6,83709,245313,329306,258620,281804,540424,694370,38.8,552673,534918,33721,101997,1703,11834,112,10497,336634,357736,21260,50294,120576,137169,103214,64459,558740,74352,50682,30808,1,281153,128350,74885
2016,Alabama,AL,7,229330,0,233028,242886,286651,529537,675230,35.8,225354,216309,17962,427996,1182,4963,279,7308,317351,357879,12586,71837,147095,134053,54257,29078,550958,27646,34352,18710,1,368438,113121,41753
2016,Alaska,AK,1,111019,155088,308198,302463,276078,578541,736855,33.6,483518,456575,49031,24443,103574,44218,8862,62340,385296,351559,24109,36032,130511,168631,86551,48974,579321,100591,30947,31944,2,258227,134140,86363
2016,Arizona,AZ,1,142219,121745,280710,286853,286782,573635,735985,36.8,478403,364146,159406,17121,173475,11738,1251,24492,370881,365104,26216,69234,126557,166753,67879,44360,585913,47197,68543,23676,4,358503,124200,56013
2016,Arizona,AZ,2,135873,179806,315679,296730,314505,611235,720794,40.6,584916,446683,198800,29891,10018,20813,1564,30989,356055,364739,40011,47880,105203,180381,94538,69884,597140,62744,83390,25681,4,330239,138657,65500
2016,Arizona,AZ,3,148973,1635,151035,294040,303321,597361,739672,31.2,527986,203565,458083,34504,29914,12984,991,24127,369999,369673,90958,107517,120045,138586,44836,23182,568456,26857,112164,21247,4,370666,127522,43411
2016,Arizona,AZ,4,81296,203487,284783,310369,305743,616112,738648,47.0,650407,554703,135922,13422,13762,8999,1283,18518,374018,364630,36563,71481,163312,203314,63787,36536,616068,44890,92540,23581,4,364916,146054,60208
2016,Arizona,AZ,5,114940,205184,320124,288128,311171,599299,765403,37.8,655028,548572,135499,22784,7794,34802,1895,22700,375600,389803,37069,36177,111284,181853,113036,62270,596609,89756,57780,32437,4,287662,140205,78986
2016,Arizona,AZ,6,122866,201578,324444,310215,331106,641321,752459,41.8,640517,547571,122884,20352,11808,35473,686,20865,369933,382526,55669,41502,99760,166322,143769,86861,624184,112287,71986,34440,4,288970,145561,77366
2016,Arizona,AZ,7,119465,39286,158811,286648,289172,575820,767495,29.2,485166,158094,491499,74685,21363,18062,1972,25418,385656,381839,152309,141528,121080,113473,40406,20953,565182,22030,162310,20970,4,385421,120232,37499
2016,Arizona,AZ,8,0,204942,298971,289035,328205,617240,753310,41.3,638647,525507,145142,33771,5988,26079,1097,25080,361112,392198,29912,41480,133224,199094,96205,51665,608763,71249,56819,30997,4,301191,156148,80175
2016,Arizona,AZ,9,169055,108350,277511,316148,314913,631061,754811,33.2,574088,429035,207614,40580,22610,36279,2124,30390,380852,373959,67496,54444,97893,159833,113225,68033,619514,73247,87852,29111,4,320967,154139,71161
2016,Arkansas,AR,1,0,183866,241047,274134,285433,559567,724990,39.5,567645,553496,23209,130344,2880,3567,325,12844,358370,366620,8557,84130,188121,142060,50727,26391,584409,30571,91848,20890,5,370843,133111,49884
2016,Arkansas,AR,2,111347,176472,302464,279715,306849,586564,754821,36.6,547321,520589,37678,167337,2281,11741,346,17656,366015,388806,18989,54633,154496,149241,89806,52361,605935,55265,66654,25878,5,334851,147985,67834
2016,Arkansas,AR,3,0,217192,280907,293589,305706,599295,772676,35.2,656696,588712,105989,22452,8547,21736,5962,23540,381757,390919,50822,74709,154522,139745,80936,45943,609660,52344,99638,24598,5,353958,144732,58626
2016,Arkansas,AR,4,0,182885,244159,268454,289501,557955,715985,40.7,535474,515103,40173,140505,4989,4495,105,12039,350552,365433,16091,78756,186747,141985,52088,26194,580471,30312,89727,20765,5,369051,132066,49042
2016,California,CA,1,128588,185448,314036,291019,293290,584309,703985,42.6,608538,546028,92225,10053,13098,19211,1211,33056,353795,350190,21797,53909,121199,201073,74746,39133,588021,56041,100822,23105,6,348478,125042,58460
2016,California,CA,2,254194,76572,330766,299846,311296,611142,713613,43.6,573929,510774,123384,10745,15143,26342,1467,34765,354294,359319,53223,49336,95275,162419,122821,81577,594714,110531,61920,30796,6,297065,118066,69052
2016,California,CA,3,152513,104453,256966,300485,310756,611241,722896,34.8,475637,352057,210154,43299,7205,80443,3711,43678,362087,360809,70584,75248,107548,163266,69580,42634,578561,69224,67912,26239,6,328666,117751,62920
