Total Population,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Income under 10k,Income 10k to 15k,Income 15k to 25k,Income 25k to 35k,Income 35k to 50k,Income 50k to 65k,Income 65k to 75k,Income above 75k,Income below poverty,Median income,Year,State FIPS,State Abbr,District
913009,38.3,805952,755277,102886,5202,12117,10945,1744,40585,456415,456594,22710,320007,19563,9018,10545,326164,21379,11150,10229,51386,169732,221736,113410,52863,726391,80241,116374,63148,104045,89973,97396,62768,27679,84767,80038,29231,2020,16,ID,1
841358,34.8,745027,672252,120081,6334,10912,13556,1430,34511,423348,418010,36113,284226,28014,10004,18010,282545,27871,12297,15574,48803,135985,189355,107682,54392,660215,72974,111184,56720,96387,82170,86020,55619,24216,74925,89603,28248,2020,16,ID,2
705263,38.9,286760,244405,78741,354264,1063,14531,146,23252,330293,374970,26057,222513,26202,12929,13273,271949,25470,13918,11552,49460,124939,160291,85019,58958,574629,86656,93421,42739,69408,61308,64003,51958,23081,82055,21700,31159,2020,17,IL,1
692805,38.1,241238,180440,99096,397193,988,5323,92,20393,323884,368921,23555,216768,24093,12020,12073,263984,22236,11800,10436,51748,135179,163489,66886,41754,557651,89083,89597,43553,75645,62187,66167,48173,22345,60901,29316,28665,2020,17,IL,2
708422,38.6,518354,396555,235688,34756,2705,31955,181,37381,355649,352773,64561,195484,70939,38616,32323,199552,71965,42358,29607,65452,139555,134133,90460,50726,567205,86987,72712,38564,68501,61731,65052,53829,23693,96136,44248,34701,2020,17,IL,3
683260,33.7,365945,159658,462825,27736,4120,26830,288,55817,342554,340706,128414,151016,109725,44292,65433,153421,105144,46276,58868,109581,125587,95608,80323,41643,547860,95150,65333,39539,83018,73902,67902,43644,18441,60931,45773,30079,2020,17,IL,4
737812,35.5,575574,493780,146057,22269,1686,55468,400,39062,365078,372734,65812,221974,72257,41271,30986,228035,77459,46555,30904,39057,86719,105012,181946,122408,620249,64150,64724,32149,58478,55413,70813,68394,33298,172830,40309,49125,2020,17,IL,5
723356,41.2,584852,539401,76148,18393,863,70752,60,27820,355197,368159,39471,220198,49373,32198,17175,232603,53826,35320,18506,23753,81929,125876,162293,105845,587863,67791,73717,30803,54978,48726,60657,55036,27293,168862,24332,47404,2020,17,IL,6
720942,34.9,262422,210030,119726,319726,1453,57322,269,29227,346388,374554,58221,224015,51987,21392,30595,258204,49503,23695,25808,65383,109855,110378,118314,107416,605087,94868,88944,44370,67445,53362,53809,45478,25179,131632,24214,35240,2020,17,IL,7
708921,37.5,444818,354260,205052,38294,3922,95336,655,40514,349809,359112,99643,170209,96992,48623,48369,177949,97503,52785,44718,62526,119854,135149,110340,55482,570635,73736,67889,35086,71195,66843,76887,57074,26682,95243,31153,36187,2020,17,IL,8
705705,39.0,482322,397752,162852,48939,3207,79556,381,32620,349629,356076,78752,186055,79766,42525,37241,189981,84443,48816,35627,48422,95863,111171,123129,93301,571227,74148,76005,35333,67784,58883,62392,46133,23012,127537,30982,37014,2020,17,IL,10
690097,39.8,534032,520538,25200,116643,1133,8538,290,21656,340966,349131,9064,254717,7853,3268,4585,266049,8584,4831,3753,45464,145798,169853,69741,46382,563543,71021,89565,47333,78896,64332,71843,52370,23859,64324,62129,29440,2020,17,IL,12
741407,39.5,630850,570460,93798,25310,1184,37125,468,26408,368510,372897,28524,239342,33590,20398,13192,246670,34878,21475,13403,29067,109782,143542,136008,75738,590049,67605,72705,36185,59292,53414,65632,59840,30973,144403,32105,43677,2020,17,IL,14
691553,40.7,611417,566216,71771,27611,967,10286,154,22208,345328,346225,18324,250124,17228,8113,9115,255447,17152,8921,8231,44906,155779,163495,70577,39221,568390,62876,81586,45339,78606,68609,70800,57441,25206,77927,62241,31615,2020,17,IL,16
700594,40.6,630398,616726,20738,27945,1196,19589,277,17312,343037,357557,14010,251496,11807,5245,6562,267719,11701,6091,5610,29042,143605,151315,101766,57682,570011,63553,74379,41656,69643,63358,78241,59182,25865,94134,55020,35699,2020,17,IL,18
0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,2020,17,IL,not
724967,40.5,502689,454916,84717,67124,2195,95203,301,35568,354352,370615,74470,192515,84192,51970,32222,204996,91672,56402,35270,41658,79505,107202,162529,123975,598575,77422,77847,38163,61818,57522,61776,52265,27043,144719,40455,40771,2020,17,IL,9
717503,36.6,461784,360120,200472,79740,3077,59171,270,46743,353574,363929,71790,194616,66532,31955,34577,210766,65177,33381,31796,58286,107502,132119,106996,64210,569889,72709,72819,36195,69678,63491,67191,54646,25534,107626,31407,36200,2020,17,IL,11
700322,36.9,562381,545019,26136,79996,1271,28984,332,22808,345491,354831,23915,256846,17845,5996,11849,271519,17087,6899,10188,34846,137635,141076,82649,60179,587496,80144,100136,43862,76438,65040,72419,55111,23376,70970,72707,30074,2020,17,IL,13
687456,41.3,634494,621185,19243,29566,1094,4473,280,14364,343395,344061,5417,260058,5375,2387,2988,263947,4902,2857,2045,46407,163235,171181,64740,33924,560545,65441,83904,46834,78815,68371,79220,54772,23238,59950,74833,30409,2020,17,IL,15
675779,40.7,543737,505998,62436,81155,1848,9125,352,26399,333949,341830,19567,240255,15710,6286,9424,255358,14213,6182,8031,53280,158088,161789,61295,31419,551159,62998,87297,48195,83710,70618,73656,51269,21422,51994,66487,27788,2020,17,IL,17
715976,39.3,493724,443367,114960,131902,1794,9600,231,32244,351559,364417,17745,248486,19642,11122,8520,264773,19679,11665,8014,48392,174345,149723,76348,41223,582318,85114,82859,46986,76496,65386,70893,50725,23916,79943,44610,31284,2020,18,IN,1
724543,37.9,614078,570605,72216,49618,2732,9769,346,29917,357172,367371,24706,246631,19469,7317,12152,262147,18205,7422,10783,65071,167471,135911,68665,40270,577556,68779,92487,45871,83974,74876,81844,51852,21932,55941,66567,29249,2020,18,IN,2
747367,37.2,645150,616405,47420,44864,1390,18333,260,25690,369828,377539,18924,256427,15820,6682,9138,268826,15977,7613,8364,57621,165006,150123,79401,38517,589491,60912,81383,47174,87682,80639,90157,57840,23668,60036,59804,30900,2020,18,IN,3
782573,38.5,650478,627982,36599,67018,1295,28625,181,25155,381014,401559,23661,264189,21528,11127,10401,288039,22199,11667,10532,29191,118392,134516,154495,95078,628394,66024,82678,39366,70213,66906,85235,61946,29326,126700,46588,38439,2020,18,IN,5
766338,33.6,437346,390642,88188,232375,1796,28872,156,33363,370662,395676,55557,231767,37736,11169,26567,267231,32285,10279,22006,77923,152010,137364,83684,43234,599327,79825,92230,48372,87533,82097,85165,49271,20747,54087,58561,28653,2020,18,IN,7
758280,38.2,686395,669307,26741,22277,1503,19760,108,21473,373619,384661,18324,275817,14195,5756,8439,290549,13944,5448,8496,49374,170900,149147,83906,53608,623659,69867,97302,52905,83998,75611,87216,58880,24817,73063,74459,30708,2020,18,IN,9
762256,36.8,665484,639569,48335,32866,1609,23970,190,20404,381992,380264,29140,270665,22694,7251,15443,276759,19419,7593,11826,45250,169928,143022,85480,50553,619843,71235,97400,48275,83866,75054,84716,59676,25188,74433,64133,30884,2020,18,IN,4
720302,40.1,664237,652444,21576,19123,1021,11878,236,16786,356269,364033,13555,265491,9398,2798,6600,278004,8658,3100,5558,51791,187893,139951,68936,41215,590083,62801,92033,50561,83140,77088,85534,56766,22719,59441,80315,29920,2020,18,IN,6
719258,39.9,653462,643132,19440,31880,890,7898,497,17559,358235,361023,10612,267679,8281,3130,5151,275346,7925,3540,4385,51812,176451,154808,69986,38195,587356,65560,91756,51945,84257,74346,85666,52565,22028,59233,77138,29265,2020,18,IN,8
782527,38.3,692305,661086,46424,34164,1750,20214,513,24227,388131,394396,25569,278972,19874,7631,12243,289288,17824,7326,10498,39418,163728,165680,96489,57439,635605,64416,97389,50158,87603,78128,90490,64238,27209,75974,75932,31245,2020,19,IA,2
753385,38.9,686087,650529,55325,13561,3589,16620,1257,20722,378011,375374,24140,271957,19358,6932,12426,275822,17269,6962,10307,40172,161960,171353,86729,38621,613571,47939,97880,51429,84950,77998,94788,66033,26476,66078,68627,31147,2020,19,IA,4
772873,39.0,695512,673842,32979,31175,3151,13170,1447,21614,382939,389934,18929,278830,14664,5520,9144,289954,13727,6295,7432,36605,169239,169286,97625,46345,627248,48273,94081,48617,83733,81439,95985,69103,27705,78312,63514,32383,2020,19,IA,1
841226,37.2,732514,692489,59679,38135,2048,29292,724,26416,415355,425871,31855,282507,26902,11998,14904,298660,25916,12999,12917,42206,152444,175658,134205,59662,667954,56810,85825,46106,81458,79322,98783,78808,33240,107602,57394,36633,2020,19,IA,3
715946,37.9,615083,584702,49992,33099,9436,11902,514,33710,356593,359353,12901,263190,10278,4239,6039,269518,11094,5169,5925,34779,146323,149330,87805,54461,582001,56807,93069,48488,85115,71433,84470,55676,23273,63670,68078,30067,2020,20,KS,2
724511,36.8,583709,527490,92838,46893,6554,24192,479,40367,359712,364799,26850,242941,22841,10403,12438,251971,23430,10931,12499,45624,129319,157945,92448,50039,572447,63730,85310,45783,79119,73699,80160,55236,22700,66710,60379,30859,2020,20,KS,4
697312,35.9,607808,530329,113511,21957,3777,11576,865,32809,354064,343248,32150,243470,25405,9741,15664,239357,22990,8747,14243,48390,125870,157570,75403,39031,557874,52969,91206,47007,83332,77077,83117,51838,20068,51260,68502,28669,2020,20,KS,1
774850,36.9,609565,551467,95261,63888,2511,39423,486,33159,381550,393300,47738,243734,38232,14946,23286,262440,35756,16255,19501,36580,92714,138933,154688,94738,613274,60050,74921,37796,67049,63479,83253,66270,30091,130365,33475,40785,2020,20,KS,3
718344,40.0,638018,624189,23489,48571,1596,4846,633,18744,355314,363030,7162,265399,6880,2870,4010,278172,5352,2549,2803,66602,186692,146933,51125,36089,583148,73811,99319,62417,91519,74733,74183,45234,16707,45225,102656,25154,2020,21,KY,1
744444,38.2,518835,491229,43386,167208,1062,21940,499,25894,359475,384969,33692,248774,26887,11983,14904,278222,26030,12288,13742,48477,137185,159514,101769,68470,606861,57470,88291,47739,83966,77515,86875,59469,24866,80670,51553,31752,2020,21,KY,3
693463,41.1,666618,660495,9607,10004,1608,2934,158,10005,344301,349162,4043,261698,3591,1349,2242,273009,2544,1162,1382,104706,184733,126351,35302,31668,567280,96616,121047,64209,88055,61801,57103,35961,12325,30163,165055,20359,2020,21,KY,5
764943,38.6,676503,661200,27218,42702,1681,12234,1098,23551,378504,386439,15909,275538,12053,4670,7383,289058,11744,5356,6388,61586,180670,161081,63861,45495,619200,70653,103582,56220,90158,75133,82974,56281,23864,60335,92161,27714,2020,21,KY,2
763817,39.2,696695,682046,26406,25844,875,9590,294,20937,379932,383885,14296,275229,11714,4713,7001,285337,10562,4775,5787,50435,159321,155170,96758,58528,614641,68203,91819,46480,78617,69978,81833,61008,26248,90455,72135,32742,2020,21,KY,4
776941,37.1,651636,632579,37843,66901,1542,16595,351,25585,378996,397945,29770,271251,20971,6467,14504,295665,18653,6820,11833,57836,141595,146272,99069,71198,634665,69726,107583,54445,86684,76818,82625,57072,24560,75152,90712,29377,2020,21,KY,6
802133,38.8,618486,573047,71304,112485,9138,18551,232,28249,390357,411776,31397,269154,25789,11009,14780,297551,24022,11653,12369,64953,156235,155455,111512,62873,647148,86910,95412,49427,87729,64522,77291,58247,27198,100412,65756,31763,2020,22,LA,1
785605,36.5,546985,527504,32181,191810,2852,11901,245,23749,383673,401932,14818,273834,11189,4221,6968,296184,10754,4867,5887,76082,193157,138016,81060,36150,623541,95932,94150,54234,90888,68423,71442,52426,20156,75890,68799,27814,2020,22,LA,3
743209,37.7,452899,442781,18314,261980,2631,5338,200,14398,368908,374301,7066,273498,6576,2695,3881,283333,5523,2759,2764,86797,187672,129726,60400,33174,599158,117274,104501,54818,88635,62384,62047,41616,15604,52279,63855,24144,2020,22,LA,5
793342,36.9,243271,219643,54096,487881,1861,19726,77,19439,380910,412432,28017,267338,23062,9399,13663,302008,21007,10411,10596,88180,165743,156089,80956,52041,642914,98513,110598,61175,100837,68557,72650,49396,19201,61987,26426,24953,2020,22,LA,2
745158,37.1,447755,430644,30601,255747,5372,7700,588,18969,368529,376629,10284,269047,8428,2939,5489,281547,8186,4315,3871,71562,178042,148960,63384,36944,596535,93016,102467,62319,96333,61861,61202,44797,16737,57803,64170,23931,2020,22,LA,4
795169,36.1,547508,527019,36876,190730,4084,17714,401,20849,384555,410614,21548,273629,16813,5912,10901,303873,14712,6693,8019,56602,163507,142195,102686,59367,639101,85691,89616,44931,81295,62128,80111,65650,27164,102515,53291,34746,2020,22,LA,6
686598,44.3,639275,630612,13095,12453,2708,10833,127,18617,334313,352285,13586,255127,12906,6978,5928,276452,14294,8589,5705,28752,135444,141956,121751,76565,581960,38710,78353,46488,77315,72742,87133,65214,26032,89973,52176,34483,2020,23,ME,1
654227,45.4,616755,611501,10048,6182,6186,4437,63,18343,322315,331912,8145,252533,6900,3505,3395,261706,9940,5722,4218,37773,172013,147272,77995,42864,553618,45248,88926,56876,89086,74846,78939,50589,19682,49426,75409,27214,2020,23,ME,2
768582,36.6,396615,369828,55122,275416,1614,41800,291,33568,366483,402099,40180,239559,40560,22124,18436,271293,42360,24750,17610,54273,147132,149351,103005,73215,621040,77101,80105,39707,66241,66171,81795,63951,30122,115847,31550,38360,2020,24,MD,2
755373,38.1,216532,188818,130442,392300,1860,24661,229,30225,364544,390829,87389,201724,71507,29581,41926,236300,69188,32719,36469,63684,130280,140857,104688,80935,606045,65459,69881,32515,62404,64867,77275,63941,32556,137147,10669,42230,2020,24,MD,4
770857,39.2,498129,439262,109740,105766,1900,88362,386,44687,380624,390233,67720,220933,70871,41068,29803,222745,82310,50887,31423,49483,124536,129998,118718,107788,627457,76556,90649,39721,64718,59286,69414,57183,27923,142007,39594,39342,2020,24,MD,6
717953,38.4,250461,236067,30563,374869,2423,54568,674,26597,341203,376750,37272,224544,37699,21136,16563,262121,40560,23447,17113,54010,123353,122153,103560,94399,591656,78611,94016,40884,64691,56639,67156,51502,25401,112756,16627,35061,2020,24,MD,7
734056,42.6,594571,577233,31497,87731,1227,16402,100,24968,361000,373056,17673,263557,16961,9334,7627,279523,18353,10270,8083,45925,156115,143724,98969,68172,607363,65464,81412,42010,72277,65047,72916,61031,29900,117306,42507,36845,2020,24,MD,1
756291,37.7,461613,429692,69296,172650,1991,57944,360,34094,364077,392214,50826,227975,52827,31075,21752,253653,59302,35921,23381,39308,101758,122530,135919,124782,620193,66182,73276,34205,60089,55348,70242,65064,32944,162843,27018,45981,2020,24,MD,3
764867,38.5,359491,333247,74430,295781,2835,31450,220,37737,373663,391204,44484,245893,41415,20975,20440,261450,45336,25700,19636,42163,137234,149326,105208,82016,624621,78125,75919,33405,53850,54357,67550,63310,34787,163318,20670,46904,2020,24,MD,5
769645,40.4,497636,454347,118328,98615,2010,69242,390,39263,374050,395595,83228,208025,77689,41873,35816,221881,88744,51132,37612,44182,85600,104545,137456,164348,626166,68346,71509,31917,56770,54468,61071,55406,29449,197230,19468,50695,2020,24,MD,8
727193,41.5,602122,518527,135942,46432,1380,16086,136,35433,350230,376963,19930,252083,23174,14695,8479,277542,28107,18841,9266,58202,151351,142714,91628,63579,607895,63296,92455,52170,82407,68351,74472,58710,28565,87469,64546,31419,2020,25,MA,1
768471,39.1,575169,505903,152273,31841,1612,62734,390,36108,379297,389174,63305,229478,62786,34486,28300,237747,66906,39818,27088,56075,134483,130777,116025,89262,627472,70340,85125,46435,71153,63087,71971,57587,29143,132631,46294,37207,2020,25,MA,3
771266,38.9,569077,529860,75720,40233,1345,98909,152,34483,375294,395972,96892,211385,86343,41727,44616,232831,89967,46531,43436,33227,98633,91202,154555,168566,645803,65093,80476,36400,58361,52555,66440,58903,32285,195290,33398,48948,2020,25,MA,5
773421,42.9,651249,617985,77700,29933,984,32682,289,28051,373358,400063,44638,244893,47491,28060,19431,271689,52159,32048,20111,38950,127665,128998,151144,103831,645093,60543,81956,40886,69424,59182,70015,63302,31649,168136,40192,42984,2020,25,MA,6
770058,39.4,570108,547347,46634,79817,1514,63853,300,30262,372068,397990,56623,234121,62524,36634,25890,255100,70137,43788,26349,42376,121355,120487,159403,116137,648152,60551,75725,40982,63176,54791,71932,66793,36246,177956,32601,46997,2020,25,MA,8
749700,39.4,613531,569733,77327,38440,1693,43141,568,34044,365810,383890,43143,248236,41580,22495,19085,265721,46033,26424,19609,41095,132737,130186,114494,89064,629987,66394,99156,47845,74101,62109,74264,58798,28637,118683,53747,34747,2020,25,MA,2
760391,41.2,639638,619106,38397,24629,527,50830,186,29029,367173,393218,40008,238205,44602,27717,16885,259537,52382,34378,18004,34426,105036,112776,137755,134348,626314,62505,81296,38882,59335,50883,66863,59608,29438,177504,34393,46215,2020,25,MA,4
808106,32.0,394647,326052,179299,199509,2830,86796,512,70315,392504,415602,137684,206051,118824,52656,66168,223791,125814,64672,61142,77476,114443,101939,136550,119548,696649,80203,117931,52395,73292,65914,80473,63004,31027,132410,49012,34773,2020,25,MA,7
744397,46.0,646246,630509,44848,22535,2114,11013,253,30519,360258,384139,28843,255958,32526,18879,13647,280179,35131,22590,12541,47967,147655,148958,119899,78354,630347,51339,80831,49390,79012,67943,78663,64662,31771,126736,45951,36977,2020,25,MA,9
747357,37.2,616443,584672,58864,59951,2171,15843,152,35771,373386,373971,25151,263362,18833,7183,11650,269872,18820,8189,10631,40988,139982,155196,106964,58068,601869,63271,92013,47361,81855,72957,81299,58574,24965,79574,56606,31471,2020,26,MI,3
674536,41.5,516305,494473,34815,116540,2467,5823,213,27516,327129,347407,5970,242934,8191,5286,2905,268610,7101,4344,2757,45939,156126,174065,61434,33236,553188,63643,90178,53281,84231,72735,72929,45477,19242,51472,73279,26902,2020,26,MI,5
706645,42.1,638240,615300,32268,29619,2615,7829,84,23103,354242,352403,9511,267582,9025,4499,4526,267993,10048,6017,4031,37544,157609,171966,80451,47011,582956,64100,84329,45721,79070,71025,80850,56196,25039,76626,62605,31904,2020,26,MI,7
